"Carimbo de data/hora","Qual é o seu Curso?","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","1)      Organizei meus estudos com base no plano de ensino (programação) da(o) disciplina/tema/módulo ","2)      Mantive um relacionamento cordial com o(a) professor (a) coordenador (a) da disciplina ","3)      Mantive um relacionamento cordial com o (a) tutor (a) presencial ","4)      Mantive um relacionamento cordial com o (a) tutor (a) a distância","5)      Mantive um relacionamento cordial com o (a) coordenador (a) do polo","6)      Frequentei as atividades presenciais conforme programado","7)      Participei das atividades a distância conforme programado","8)      Compreendi os conteúdos ministrados na(o) disciplina/tema/módulo ","9)      Estive motivado/a ao longo da oferta da(o) disciplina/tema/módulo","10)      Aprofundei meus conhecimentos, de maneira autônoma, consultando outras fontes","11)      Realizei as atividades da disciplina/tema/módulo, atendendo aos prazos estabelecidos ","12)      Realizei as atividades da disciplina/tema/módulo observando os critérios estabelecidos ","13)      Dediquei horas de estudo à disciplina ao longo da semana ","14) O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo mostrou-se disponível para me atender e orientar ","15)      O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo me tratou com ética e respeito","16)      O(A) tutor(a) presencial mostrou-se disponível para me atender e orientar ","17)      O(A) tutor(a) presencial me tratou com ética e respeito ","18)      O(A) tutor(a) a distância mostrou-se disponível para me atender e orientar","19)      O(A) tutor(a) a distância me tratou com ética e respeito","20)      Tive acesso ao plano de ensino (programação) da(o) disciplina/tema/módulo ","21)      O plano de ensino (programação) da(o) disciplina/tema/módulo foi cumprido","22)      As atividades de tutoria realizadas contemplaram as necessidades da turma","23)      As atividades de tutoria foram executadas conforme o planejado","24)      Os conteúdos da(o) disciplina/tema/módulo foram ministrados com clareza e objetividade","25)      Os conceitos/conteúdos foram apresentados de forma contextualizada","26)      Fui estimulado a desenvolver o pensamento crítico","27)      Foram utilizados recursos diversos (vídeos, materiais complementares, webconferências, etc.) durante a oferta da(o) disciplina/tema/módulo","28) Esta disciplina contribuiu com minha formação cidadã e profissional ","29)      A interação com professores e colegas foi favorecida/estimulada","30)      O material didático fornecido para estudo da(o) disciplina/tema/módulo foi adequado","31)      O processo avaliativo da(o) disciplina/tema/módulo foi explicado aos discentes de forma clara e objetiva","32)      A avaliação da aprendizagem foi realizada com critérios bem definidos","33)      A avaliação da aprendizagem foi realizada de acordo com os conteúdos trabalhados","34)      Foram utilizados diferentes instrumentos/estratégias de avaliação (provas, seminários, produção textual, etc.)","35)      Os(As) instrumentos/estratégias de avaliação foram adequados(as), acessíveis aos discentes e os prazos/tempo foram suficientes","36)      As salas reservadas às atividades presenciais e seu mobiliário estavam em condições adequadas de uso","37)      A infraestrutura das bibliotecas atendeu adequadamente às necessidades discentes (sala de estudos, acervo, atendimento, etc.)","38)      Os recursos audiovisuais atenderam às necessidades do ensino no âmbito da(o) disciplina/tema/módulo","39)      O ambiente virtual de aprendizagem utilizado (Moodle/SIGAA) atendeu às necessidades dos discentes","40)      Os recursos de informática dos laboratórios, nos polos, atenderam às necessidades discentes","41)      O laboratório de atividades práticas estava adequado às atividades desenvolvidas","42)      As instalações físicas do polo (banheiros, espaços de convivência, espaço para alimentação, etc.) atendem às necessidades dos discentes","43) A acessibilidade nos espaços utilizados, incluindo o ambiente virtual, é adequada","Comentários Gerais (máximo 600 caracteres)","Sugestões de Melhoria (Máximo 600 caracteres)"
"2023/11/13 1:10:11 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","3","2","5","3","3","",""
"2023/11/13 1:11:07 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","3","3","3","3","3","3","4","1","2","2","4","2","2","2","3","3","3","3","3","3","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","2","2","3","2","3","3","3","A aprendizagem esta sendo umbpoico sificil por não ter acesso mas asaim mwsmo conteibui muito com minha aprendizagens.","As aulas presenciais não esta contribuindo ppderia ser menos aulas presenciais "
"2023/11/13 1:11:15 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 1:14:37 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","3","3","4","3","3","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","4","4","4","3","3","4","3","3","3","4","3","4","3","3","",""
"2023/11/13 1:15:43 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","3","4","3","3","4","4","4","4","4","4","4","4","3","3","3","4","2","3","3","3","3","3","4","3","4","4","4","4","4","4","4","4","4","4","3","3","3","4","3","5","3","3","A avaliação desse Tema não pode ser 100% por estar em andamento.",""
"2023/11/13 1:18:27 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","4","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","3","3","3","3","2","2","3","3","",""
"2023/11/13 1:26:28 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","4","3","4","4","4","4","4","3","4","3","3","4","4","4","4","2","3","4","4","3","3","4","4","3","4","4","3","4","4","3","3","4","3","3","3","3","3","4","3","3","3","",""
"2023/11/13 1:33:16 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","3","3","4","3","2","4","4","3","3","4","4","4","4","2","4","4","4","3","4","4","4","3","4","2","3","3","4","4","3","3","2","3","4","4","2","1","2","2","2","1","1","1","1","","Para melhorar o polo sugiro uma reforma, e as aulas deveríamos ter aulas pelo menos 1 dia na semana dos professores."
"2023/11/13 1:36:25 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","5","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","",""
"2023/11/13 1:38:35 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","3","3","3","2","3","3","2","4","4","4","3","4","3","2","3","4","3","4","4","2","4","3","4","",""
"2023/11/13 1:41:56 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 1:44:38 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","3","3","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","2","2","3","3","3","4","4","4","4","4","5","4","4","",""
"2023/11/13 1:46:21 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","3","4","4","4","4","3","3","4","3","4","2","2","2","3","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","",""
"2023/11/13 1:46:32 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","4","5","5","4","1","1","1","4","4","1","4","1","4","4","5","4","4","4","4","1","4","4","1","1","1","1","4","4","4","1","1","1","1","1","1","1","1","4","4","4","4","4","Disciplina em curso e não tem como se manifestar ",""
"2023/11/13 1:47:21 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","2","2","2","2","2","2","3","3","3","2","3","3","4","4","4","4","4","4","3","4","3","3","4","4","3","2","3","3","4","4","4","4","3","3","3","2","2","3","4","3","3","3","",""
"2023/11/13 1:47:55 PM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","3","2","4","2","1","4","4","4","4","3","4","4","4","2","3","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","2","3","1","1","2","2","",""
"2023/11/13 1:48:20 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","4","4","4","4","4","3","2","4","2","2","2","3","3","4","4","4","4","4","4","2","3","3","3","2","1","3","3","3","3","3","3","3","2","4","2","2","4","4","3","4","4","",""
"2023/11/13 1:50:53 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 1:51:13 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","",""
"2023/11/13 1:52:36 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","3","2","2","2","3","3","3","4","2","3","3","2","3","3","4","3","4","4","4","2","4","3","3","2","2","4","3","3","4","4","4","4","2","4","4","4","4","4","5","4","4","",""
"2023/11/13 1:54:49 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","2","3","2","3","2","1","2","2","2","2","1","1","2","3","3","3","4","4","4","4","4","4","4","4","3","2","3","2","2","4","4","4","4","4","4","4","2","3","4","4","4","3","3","",""
"2023/11/13 1:55:58 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","3","3","2","2","2","3","3","2","4","4","4","3","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","2","4","4","4","4","4","",""
"2023/11/13 1:57:13 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","",""
"2023/11/13 1:58:44 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","3","4","3","3","4","4","4","4","4","4","4","4","3","3","4","4","3","3","4","4","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","3","3","4","3","5","3","3","Esse Tema foi relevante para o meu aprendizado.",""
"2023/11/13 2:02:37 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","2","2","3","2","2","3","3","4","3","3","3","3","4","4","4","4","4","4","4","4","4","3","4","4","4","3","3","3","2","4","4","4","4","4","4","3","3","3","4","3","4","3","3","",""
"2023/11/13 2:04:56 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","",""
"2023/11/13 2:05:18 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 2:07:20 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","3","3","2","3","2","3","3","2","3","2","3","2","4","4","4","4","4","4","4","3","4","4","4","4","3","2","3","3","4","4","4","4","4","4","3","3","3","4","3","4","3","3","",""
"2023/11/13 2:12:10 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","3","2","2","2","2","2","3","3","3","2","2","3","3","4","4","4","4","4","4","4","4","3","4","3","3","2","3","3","2","3","4","4","4","4","4","3","2","3","4","2","2","3","3","",""
"2023/11/13 2:13:12 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","3","3","4","4","4","4","4","3","2","3","4","4","2","4","4","4","4","4","4","4","4","4","2","2","4","3","4","3","3","4","2","4","4","4","2","4","4","4","4","4","4","4","4","",""
"2023/11/13 2:16:18 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","3","3","2","2","3","3","",""
"2023/11/13 2:18:09 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","2","2","3","2","2","3","3","2","2","3","3","2","2","3","3","3","4","3","4","3","2","2","3","2","2","3","2","3","2","3","4","4","3","4","3","3","3","3","4","3","2","3","2","",""
"2023/11/13 2:20:56 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","4","2","3","4","4","4","4","4","4","4","4","3","3","4","2","3","3","4","4","4","4","3","4","4","3","3","4","4","4","4","4","3","4","3","3","3","3","4","2","2","3","3","",""
"2023/11/13 2:22:07 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","3","2","3","3","2","2","3","3","",""
"2023/11/13 2:24:23 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","3","4","4","4","4","4","4","4","4","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","5","3","3","",""
"2023/11/13 2:27:20 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","3","4","4","4","3","4","3","3","4","4","4","4","4","2","2","3","3","2","2","2","2","",""
"2023/11/13 2:28:22 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/13 2:29:59 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","3","2","1","4","4","4","4","1","1","4","2","3","3","4","4","2","3","4","4","4","2","1","1","2","2","2","2","3","4","2","4","3","3","2","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 2:33:32 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","4","4","4","3","3","3","3","4","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","3","3","3","4","3","3","",""
"2023/11/13 2:36:01 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","3","3","1","4","4","3","4","3","3","4","3","3","3","4","4","2","3","4","4","3","2","1","2","2","2","3","2","2","4","2","3","3","3","2","3","4","4","4","4","4","5","4","4","",""
"2023/11/13 2:38:17 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","2","3","3","3","2","2","3","2","2","3","2","3","2","3","3","2","3","4","4","3","3","2","3","2","2","3","2","3","3","3","2","2","3","2","3","1","3","3","2","1","2","1","2","",""
"2023/11/13 2:41:51 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","2","2","3","2","2","2","2","2","2","2","3","2","2","2","2","2","3","1","2","3","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","",""
"2023/11/13 2:42:23 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","3","2","3","3","3","3","3","3","3","3","3","2","2","3","3","2","2","3","3","2","2","2","2","3","2","3","3","2","2","2","2","2","2","3","3","3","2","2","2","3","3","",""
"2023/11/13 2:42:36 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","4","2","4","4","3","3","4","3","4","2","3","2","4","4","2","2","4","4","4","4","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 2:45:45 PM GMT-3","FÍSICA","","","","","","ESTRUTURA E FUNCION. DA EDUC. BASICA","3","3","4","4","3","2","3","3","3","3","3","3","2","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 2:47:55 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","4","1","2","4","4","3","4","1","1","4","4","3","3","2","2","2","2","4","4","4","3","1","2","1","1","2","1","1","1","1","1","1","2","1","2","4","4","4","4","4","5","4","4","",""
"2023/11/13 2:49:53 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","1","5","2","1","","Melhoria ao acesso a internet para atividades no polo"
"2023/11/13 2:50:47 PM GMT-3","FÍSICA","","","","","","FISICA COMPUTACIONAL I","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 2:53:34 PM GMT-3","FÍSICA","","","","","","LABORATORIO BASICO III","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 2:54:10 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","3","4","4","4","4","3","4","4","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/13 2:54:24 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","3","3","5","5","4","3","3","3","2","3","2","2","2","4","4","3","3","2","3","3","3","3","3","2","2","2","2","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","3","Essa disciplina ainda eu ainda não tinha feito nessa data, mas precisava responder então fiz com base nos materiais recebidos, além do mais tinha que responder para poder avançar então tem resposta que não condizem a com a disciplina.",""
"2023/11/13 2:54:53 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","5","5","4","4","4","4","4","4","4","4","3","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","3","3","3","4","",""
"2023/11/13 2:56:09 PM GMT-3","FÍSICA","","","","","","MECANICA CLASSICA I","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 3:00:55 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 3:03:58 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","4","4","4","1","4","4","3","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 3:04:02 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","2","3","3","4","2","3","3","2","2","3","3","3","2","3","3","3","3","4","4","3","3","2","3","2","3","4","2","4","3","3","2","3","3","3","3","1","4","3","2","1","1","1","3","Acredito que apesar de ser curso EAD, quando temos encontro síncrono fica uma aula muito esclarecedor, seria muito importante aula síncrona antes de qualquer disciplina, um resumão  dos assuntos de disciplinas antes de iniciar seria interessante.",""
"2023/11/13 3:05:20 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 3:09:44 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 3:12:21 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","2","2","2","2","2","1","4","4","4","4","4","4","2","3","3","3","3","3","3","4","3","3","3","3","3","3","3","4","4","3","3","3","3","3","3","3","3","3","4","2","3","3","3","",""
"2023/11/13 3:14:42 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","3","3","5","4","1","4","4","3","4","3","3","3","3","3","4","5","5","5","5","4","3","3","4","3","3","4","4","4","4","3","4","3","3","3","3","2","2","2","4","2","2","2","2","
","MELHORAR O AMBIENETE FISICO DO POLO E A INTERNET CADEIRAS DESCONFORTAVEIS"
"2023/11/13 3:14:53 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","4","4","5","5","4","4","2","2","3","4","3","4","4","4","4","5","5","4","5","4","4","2","3","3","4","4","4","4","4","3","3","3","3","3","2","1","2","1","1","2","2","3","2","",""
"2023/11/13 3:18:19 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","3","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/13 3:18:32 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","3","4","2","2","4","3","3","3","3","3","3","4","3","3","3","4","3","3","3","3","3","4","3","3","4","3","3","3","3","3","4","3","2","3","2","2","3","3","2","2","3","3","Parabéns a toda a equipe pelo o empenho em nos proporcionar a oportunidade de obter grande avanços e conhecimentos dentro da Universidade Federal modalidade EAD, nosso tempo é corrido tornando uma dificuldade para conciliarmos com o cronograma acadêmico.","Seria importante avaliarem no que diz respeito a segunda chamada das atividade. "
"2023/11/13 3:18:38 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","4","3","3","3","3","1","3","4","4","3","3","3","3","3","3","5","5","5","5","4","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","2","3","3","4","2","5","3","4","",""
"2023/11/13 3:19:13 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","3","4","5","5","4","2","3","3","3","3","3","3","2","4","4","4","4","4","4","4","3","3","3","3","3","3","3","4","3","4","3","3","3","3","3","3","3","3","3","3","5","3","3","Essa disciplina ainda não tinha feito até a data da autoavaliação, por esse motivo algumas respostas não se aplica a disciplina.",""
"2023/11/13 3:23:44 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","5","5","3","3","3","3","3","3","3","3","3","3","3","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","4","2","5","3","4","",""
"2023/11/13 3:23:46 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","2","1","4","4","1","1","1","1","","Melhorias ao acesso a internet, como também no laboratório de informática. Entretanto, quando temos aula presenciais os recursos utilizados no polo são ineficientes para atender as necessidades dos alunos. "
"2023/11/13 3:24:03 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","3","3","4","2","4","3","3","3","3","3","3","3","3","1","3","4","4","2","3","3","2","2","3","2","2","3","2","3","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","sugiro que melhore os polos, pois a estrutura está precária precisando de mais investimentos para melhor receber os alunos. ","precisa se de apoio e suporte pedagógico com bibliotecas e laboratórios mais acessíveis e organizados, sem falar na internet que é baixa qualidade, não conseguindo assistir uma reunião na plataforma Meet.  "
"2023/11/13 3:26:40 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","3","3","3","2","3","3","2","2","2","3","2","2","2","2","2","2","3","2","2","3","3","2","2","2","3","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","",""
